ID seqnames start end width strand source gene_id gene_type gene_name level hgnc_id havana_gene tag start_v38 end_v38 width_v38 gene_id_v38 gene_type_v38 gene_name_v38 level_v38 hgnc_id_v38 havana_gene_v38 tag_v38
195968 GBA chr1 155234452 155244699 10248 - HAVANA ENSG00000177628.16 protein_coding GBA 2 HGNC:4177 OTTHUMG00000035841.3 NA NA NA NA NA NA NA NA NA NA NA
700163 ACKR4 chr3 132597270 132618967 21698 + HAVANA ENSG00000129048.7 protein_coding ACKR4 2 HGNC:1611 OTTHUMG00000159768.4 NA NA NA NA NA NA NA NA NA NA NA
2427195 CDIP1 chr16 4510669 4538828 28160 - HAVANA ENSG00000089486.17 protein_coding CDIP1 1 HGNC:13234 OTTHUMG00000177172.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2807125 AMH chr19 2249309 2252073 2765 + HAVANA ENSG00000104899.8 protein_coding AMH 1 HGNC:464 OTTHUMG00000180415.5 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2734094 CSNK1D chr17 82239023 82273700 34678 - HAVANA ENSG00000141551.15 protein_coding CSNK1D 1 HGNC:2452 OTTHUMG00000178601.2 NA NA 82273731 34709 ENSG00000141551.14 NA NA NA NA NA NA
2339258 CCNB2 chr15 59105126 59125045 19920 + HAVANA ENSG00000157456.8 protein_coding CCNB2 1 HGNC:1580 OTTHUMG00000132715.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1955434 PRB1 chr12 11351823 11355591 3769 - HAVANA ENSG00000251655.7 protein_coding PRB1 2 HGNC:9337 OTTHUMG00000157263.4 NA NA 11395566 43744 ENSG00000251655.6 NA NA NA NA NA NA
2892075 IGFLR1 chr19 35738801 35742453 3653 - HAVANA ENSG00000126246.10 protein_coding IGFLR1 1 HGNC:23620 OTTHUMG00000182064.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1333721 CREB3L2 chr7 137874979 138002086 127108 - HAVANA ENSG00000182158.16 protein_coding CREB3L2 1 HGNC:23720 OTTHUMG00000155744.5 NA NA NA NA ENSG00000182158.15 NA NA NA NA NA NA
2652626 ACBD4 chr17 45132600 45144181 11582 + HAVANA ENSG00000181513.15 protein_coding ACBD4 2 HGNC:23337 OTTHUMG00000180111.2 NA NA NA NA NA NA NA NA NA NA NA
1821592 RTN3 chr11 63681446 63759891 78446 + HAVANA ENSG00000133318.14 protein_coding RTN3 1 HGNC:10469 OTTHUMG00000168056.4 NA NA NA NA NA NA NA NA NA NA NA
1924512 ADAMTS15 chr11 130448645 130476645 28001 + HAVANA ENSG00000166106.4 protein_coding ADAMTS15 2 HGNC:16305 OTTHUMG00000165657.2 NA NA NA NA NA NA NA NA NA NA NA
3226667 HDX chrX 84317874 84502479 184606 - HAVANA ENSG00000165259.14 protein_coding HDX 2 HGNC:26411 OTTHUMG00000021926.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1211431 ZDHHC4 chr7 6577434 6589374 11941 + HAVANA ENSG00000136247.15 protein_coding ZDHHC4 2 HGNC:18471 OTTHUMG00000023579.5 NA NA NA NA NA NA NA NA NA NA NA
1052461 RPP40 chr6 4994717 5004063 9347 - HAVANA ENSG00000124787.14 protein_coding RPP40 1 HGNC:20992 OTTHUMG00000014168.5 NA NA NA NA NA NA NA NA NA NA NA
2792350 NETO1 chr18 72742314 72868146 125833 - HAVANA ENSG00000166342.19 protein_coding NETO1 2 HGNC:13823 OTTHUMG00000132834.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1359175 KBTBD11 chr8 1973677 2006936 33260 + HAVANA ENSG00000176595.4 protein_coding KBTBD11 2 HGNC:29104 OTTHUMG00000163629.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1164214 RNF146 chr6 127266726 127288567 21842 + HAVANA ENSG00000118518.17 protein_coding RNF146 2 HGNC:21336 OTTHUMG00000015522.3 NA NA NA NA NA NA NA NA NA NA NA
370674 SPRED2 chr2 65310851 65432637 121787 - HAVANA ENSG00000198369.10 protein_coding SPRED2 1 HGNC:17722 OTTHUMG00000152737.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
748647 EHHADH chr3 185190624 185281990 91367 - HAVANA ENSG00000113790.11 protein_coding EHHADH 1 HGNC:3247 OTTHUMG00000156698.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1239240 AEBP1 chr7 44104345 44114562 10218 + HAVANA ENSG00000106624.11 protein_coding AEBP1 1 HGNC:303 OTTHUMG00000023362.21 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1194170 MRPL18 chr6 159789812 159798436 8625 + HAVANA ENSG00000112110.10 protein_coding MRPL18 2 HGNC:14477 OTTHUMG00000015942.2 NA NA NA NA NA NA NA NA NA NA NA
1856665 PLEKHB1 chr11 73646178 73662819 16642 + HAVANA ENSG00000021300.14 protein_coding PLEKHB1 2 HGNC:19079 OTTHUMG00000168030.4 NA NA NA NA NA NA NA NA NA NA NA
1317419 KCND2 chr7 120273175 120750337 477163 + HAVANA ENSG00000184408.10 protein_coding KCND2 2 HGNC:6238 OTTHUMG00000156989.3 ncRNA_host NA NA NA NA NA NA NA NA NA NA
3229469 DRP2 chrX 101219769 101264502 44734 + HAVANA ENSG00000102385.13 protein_coding DRP2 2 HGNC:3032 OTTHUMG00000022020.3 NA NA NA NA NA NA NA NA NA NA NA
1257155 ABHD11 chr7 73736094 73738852 2759 - HAVANA ENSG00000106077.19 protein_coding ABHD11 1 HGNC:16407 OTTHUMG00000130029.4 NA NA NA NA NA NA NA NA NA NA NA
478780 CERKL chr2 181535041 181680665 145625 - HAVANA ENSG00000188452.15 protein_coding CERKL 2 HGNC:21699 OTTHUMG00000154315.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3169721 RAB9A chrX 13689128 13710504 21377 + HAVANA ENSG00000123595.8 protein_coding RAB9A 2 HGNC:9792 OTTHUMG00000021156.3 retrogene NA NA NA NA NA NA NA NA NA NA
2870157 PGPEP1 chr19 18340598 18369950 29353 + HAVANA ENSG00000130517.14 protein_coding PGPEP1 1 HGNC:13568 OTTHUMG00000183358.8 NA NA NA NA NA NA NA NA NA NA NA
1181732 SHPRH chr6 145864245 145964423 100179 - HAVANA ENSG00000146414.17 protein_coding SHPRH 2 HGNC:19336 OTTHUMG00000015750.4 NA NA NA NA ENSG00000146414.16 NA NA NA NA NA NA
1168369 ENPP3 chr6 131628442 131747418 118977 + HAVANA ENSG00000154269.15 protein_coding ENPP3 2 HGNC:3358 OTTHUMG00000016292.8 NA NA NA NA NA NA NA NA NA NA NA
2307220 RHOV chr15 40872214 40874234 2021 - HAVANA ENSG00000104140.7 protein_coding RHOV 2 HGNC:18313 OTTHUMG00000130134.3 NA NA NA NA NA NA NA NA NA NA NA
251849 CYB5R1 chr1 202961873 202967275 5403 - HAVANA ENSG00000159348.13 protein_coding CYB5R1 2 HGNC:13397 OTTHUMG00000041387.4 NA NA NA NA NA NA NA NA NA NA NA
2583203 ADPRM chr17 10697594 10711558 13965 + HAVANA ENSG00000170222.12 protein_coding ADPRM 2 HGNC:30925 OTTHUMG00000130366.7 NA NA NA NA NA NA NA NA NA NA NA
117700 DNAI4 chr1 66812885 66924856 111972 - HAVANA ENSG00000152763.17 protein_coding DNAI4 1 HGNC:26252 OTTHUMG00000009165.6 NA NA NA NA NA NA NA NA NA NA NA
2130788 CCDC122 chr13 43823909 43879740 55832 - HAVANA ENSG00000151773.13 protein_coding CCDC122 2 HGNC:26478 OTTHUMG00000017413.9 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1977352 KIF21A chr12 39293228 39443390 150163 - HAVANA ENSG00000139116.19 protein_coding KIF21A 2 HGNC:19349 OTTHUMG00000169335.4 NA NA NA NA NA NA NA NA NA NA NA
2156515 FGF14 chr13 101710804 102402457 691654 - HAVANA ENSG00000102466.16 protein_coding FGF14 2 HGNC:3671 OTTHUMG00000017303.9 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3043344 RAB22A chr20 58309715 58367507 57793 + HAVANA ENSG00000124209.4 protein_coding RAB22A 2 HGNC:9764 OTTHUMG00000032844.3 NA NA NA NA NA NA NA NA NA NA NA
519976 GLB1L chr2 219236598 219245478 8881 - HAVANA ENSG00000163521.16 protein_coding GLB1L 2 HGNC:28129 OTTHUMG00000133133.5 NA NA NA NA NA NA NA NA NA NA NA
53641 EYA3 chr1 27970344 28088637 118294 - HAVANA ENSG00000158161.16 protein_coding EYA3 2 HGNC:3521 OTTHUMG00000003916.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2509502 EDC4 chr16 67873052 67884499 11448 + HAVANA ENSG00000038358.15 protein_coding EDC4 2 HGNC:17157 OTTHUMG00000137543.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
673213 B4GALT4 chr3 119211732 119240946 29215 - HAVANA ENSG00000121578.13 protein_coding B4GALT4 1 HGNC:927 OTTHUMG00000159358.17 NA NA NA NA NA NA NA NA NA NA NA
1677414 KLLN chr10 87859158 87863533 4376 - HAVANA ENSG00000227268.5 protein_coding KLLN 2 HGNC:37212 OTTHUMG00000186455.2 NA NA NA NA NA NA NA NA NA NA NA
1719027 TACC2 chr10 121989163 122254545 265383 + HAVANA ENSG00000138162.19 protein_coding TACC2 1 HGNC:11523 OTTHUMG00000019181.8 NA NA NA NA NA NA NA NA NA NA NA
3265437 SSR4 chrX 153793516 153798499 4984 + HAVANA ENSG00000180879.14 protein_coding SSR4 2 HGNC:11326 OTTHUMG00000024212.3 NA NA NA NA NA NA NA NA NA NA NA
1205354 INTS1 chr7 1470277 1504389 34113 - HAVANA ENSG00000164880.16 protein_coding INTS1 1 HGNC:24555 OTTHUMG00000151449.5 NA NA NA NA NA NA NA NA NA NA NA
1608125 GDI2 chr10 5765223 5842132 76910 - HAVANA ENSG00000057608.17 protein_coding GDI2 1 HGNC:4227 OTTHUMG00000017607.10 NA NA NA NA NA NA NA NA NA NA NA
1685384 CYP2C19 chr10 94762681 94855547 92867 + HAVANA ENSG00000165841.11 protein_coding CYP2C19 2 HGNC:2621 OTTHUMG00000018799.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1428192 SLC26A7 chr8 91209494 91398155 188662 + HAVANA ENSG00000147606.9 protein_coding SLC26A7 2 HGNC:14467 OTTHUMG00000164062.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1419113 STAU2 chr8 73420369 73747708 327340 - HAVANA ENSG00000040341.18 protein_coding STAU2 1 HGNC:11371 OTTHUMG00000164499.11 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1132562 CYB5R4 chr6 83859656 83967423 107768 + HAVANA ENSG00000065615.14 protein_coding CYB5R4 2 HGNC:20147 OTTHUMG00000015118.6 NA NA NA NA NA NA NA NA NA NA NA
1354846 INSIG1 chr7 155297776 155310235 12460 + HAVANA ENSG00000186480.13 protein_coding INSIG1 1 HGNC:6083 OTTHUMG00000151330.6 NA NA NA NA NA NA NA NA NA NA NA
2923232 KCNN4 chr19 43766533 43780976 14444 - HAVANA ENSG00000104783.15 protein_coding KCNN4 2 HGNC:6293 OTTHUMG00000182779.6 NA NA 43781257 14725 ENSG00000104783.14 NA NA NA NA NA NA
1340826 TRPV6 chr7 142871208 142885745 14538 - HAVANA ENSG00000165125.22 protein_coding TRPV6 2 HGNC:14006 OTTHUMG00000157158.8 NA NA NA NA NA NA NA NA NA NA NA
987806 IL13 chr5 132656263 132661110 4848 + HAVANA ENSG00000169194.10 protein_coding IL13 2 HGNC:5973 OTTHUMG00000059723.2 NA NA NA NA ENSG00000169194.9 NA NA NA NA NA NA
2003225 KRT18 chr12 52948871 52952906 4036 + HAVANA ENSG00000111057.11 protein_coding KRT18 2 HGNC:6430 OTTHUMG00000169882.3 NA NA NA NA NA NA NA NA NA NA NA
1405272 TCEA1 chr8 53966552 54022456 55905 - HAVANA ENSG00000187735.15 protein_coding TCEA1 2 HGNC:11612 OTTHUMG00000164262.2 NA NA NA NA ENSG00000187735.14 NA NA NA NA NA NA
1012663 ARHGEF37 chr5 149551947 149634968 83022 + HAVANA ENSG00000183111.12 protein_coding ARHGEF37 2 HGNC:34430 OTTHUMG00000163491.3 NA NA NA NA NA NA NA NA NA NA NA
2690862 ERN1 chr17 64039080 64130819 91740 - HAVANA ENSG00000178607.17 protein_coding ERN1 2 HGNC:3449 OTTHUMG00000178879.4 NA NA NA NA NA NA NA NA NA NA NA
2899532 ZNF570 chr19 37467585 37488652 21068 + HAVANA ENSG00000171827.11 protein_coding ZNF570 2 HGNC:26416 OTTHUMG00000048176.4 NA NA NA NA NA NA NA NA NA NA NA
2086989 SRRM4 chr12 118981541 119163051 181511 + HAVANA ENSG00000139767.10 protein_coding SRRM4 2 HGNC:29389 OTTHUMG00000168928.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
388031 TACR1 chr2 75046463 75199520 153058 - HAVANA ENSG00000115353.11 protein_coding TACR1 2 HGNC:11526 OTTHUMG00000129973.4 NA NA NA NA NA NA NA NA NA NA NA
2866578 COLGALT1 chr19 17555649 17583162 27514 + HAVANA ENSG00000130309.12 protein_coding COLGALT1 1 HGNC:26182 OTTHUMG00000182893.3 NA NA NA NA ENSG00000130309.11 NA NA NA NA NA NA
615601 NCKIPSD chr3 48673844 48686364 12521 - HAVANA ENSG00000213672.8 protein_coding NCKIPSD 1 HGNC:15486 OTTHUMG00000133542.5 NA NA NA NA NA NA NA NA NA NA NA
2371880 IDH3A chr15 78131498 78171945 40448 + HAVANA ENSG00000166411.14 protein_coding IDH3A 2 HGNC:5384 OTTHUMG00000143732.12 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2019797 MIP chr12 56449502 56469166 19665 - HAVANA ENSG00000135517.9 protein_coding MIP 2 HGNC:7103 OTTHUMG00000170571.6 NA NA NA NA NA NA NA NA NA NA NA
2276526 TDRD9 chr14 103928456 104052667 124212 + HAVANA ENSG00000156414.20 protein_coding TDRD9 2 HGNC:20122 OTTHUMG00000152876.4 ncRNA_host NA NA NA ENSG00000156414.19 NA NA NA NA NA NA
3238063 TMEM164 chrX 110002631 110182734 180104 + HAVANA ENSG00000157600.12 protein_coding TMEM164 2 HGNC:26217 OTTHUMG00000022192.3 ncRNA_host NA NA NA NA NA NA NA NA NA NA
3053541 TNFRSF6B chr20 63696652 63698684 2033 + HAVANA ENSG00000243509.6 protein_coding TNFRSF6B 2 HGNC:11921 OTTHUMG00000143724.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
931040 DDX4 chr5 55738017 55817157 79141 + HAVANA ENSG00000152670.19 protein_coding DDX4 2 HGNC:18700 OTTHUMG00000097044.12 ncRNA_host NA NA NA NA NA NA NA NA NA NA
243566 CFHR5 chr1 196977556 197009678 32123 + HAVANA ENSG00000134389.10 protein_coding CFHR5 2 HGNC:24668 OTTHUMG00000036517.3 NA NA NA NA NA NA NA NA NA NA NA
1547001 ABITRAM chr9 108934400 108950744 16345 + HAVANA ENSG00000119328.12 protein_coding ABITRAM 2 HGNC:1364 OTTHUMG00000020467.4 NA NA NA NA NA NA NA NA NA NA NA
200528 UBQLN4 chr1 156035299 156053798 18500 - HAVANA ENSG00000160803.8 protein_coding UBQLN4 2 HGNC:1237 OTTHUMG00000017461.3 NA NA NA NA NA NA NA NA NA NA NA
2129414 NAA16 chr13 41311267 41377030 65764 + HAVANA ENSG00000172766.19 protein_coding NAA16 2 HGNC:26164 OTTHUMG00000016791.7 NA NA NA NA NA NA NA NA NA NA NA
349490 SIX2 chr2 45005182 45009452 4271 - HAVANA ENSG00000170577.8 protein_coding SIX2 2 HGNC:10888 OTTHUMG00000152421.3 NA NA NA NA NA NA NA NA NA NA NA
1947290 RBP5 chr12 7115736 7128889 13154 - HAVANA ENSG00000139194.8 protein_coding RBP5 2 HGNC:15847 OTTHUMG00000168165.3 NA NA NA NA NA NA NA NA NA NA NA
1729773 CALY chr10 133324072 133336935 12864 - HAVANA ENSG00000130643.9 protein_coding CALY 2 HGNC:17938 OTTHUMG00000019310.3 NA NA NA NA NA NA NA NA NA NA NA
1230113 KBTBD2 chr7 32868172 32894131 25960 - HAVANA ENSG00000170852.12 protein_coding KBTBD2 2 HGNC:21751 OTTHUMG00000152984.5 NA NA NA NA ENSG00000170852.11 NA NA NA NA NA NA
933305 PDE4D chr5 58969038 60522120 1553083 - HAVANA ENSG00000113448.20 protein_coding PDE4D 2 HGNC:8783 OTTHUMG00000162218.9 overlapping_locus NA NA NA ENSG00000113448.19 NA NA NA NA NA NA
507926 KANSL1L chr2 210021421 210171409 149989 - HAVANA ENSG00000144445.17 protein_coding KANSL1L 1 HGNC:26310 OTTHUMG00000154697.6 NA NA NA NA NA NA NA NA NA NA NA
3111733 CRYBB2 chr22 25212564 25231870 19307 + HAVANA ENSG00000244752.3 protein_coding CRYBB2 2 HGNC:2398 OTTHUMG00000150905.4 NA NA NA NA NA NA NA NA NA NA NA
1754144 DENND2B chr11 8693351 8910951 217601 - HAVANA ENSG00000166444.19 protein_coding DENND2B 1 HGNC:11350 OTTHUMG00000165835.4 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2473381 PRSS8 chr16 31131433 31135727 4295 - HAVANA ENSG00000052344.16 protein_coding PRSS8 1 HGNC:9491 OTTHUMG00000176750.5 NA NA NA NA NA NA NA NA NA NA NA
229360 SERPINC1 chr1 173903800 173917327 13528 - HAVANA ENSG00000117601.15 protein_coding SERPINC1 2 HGNC:775 OTTHUMG00000037276.1 NA NA NA NA NA NA NA NA NA NA NA
2626390 STAC2 chr17 39210541 39225945 15405 - HAVANA ENSG00000141750.7 protein_coding STAC2 2 HGNC:23990 OTTHUMG00000179039.3 NA NA NA NA NA NA NA NA NA NA NA
1772410 HPS5 chr11 18278668 18322198 43531 - HAVANA ENSG00000110756.18 protein_coding HPS5 1 HGNC:17022 OTTHUMG00000166612.7 NA NA NA NA NA NA NA NA NA NA NA
2017354 RNF41 chr12 56202179 56221933 19755 - HAVANA ENSG00000181852.18 protein_coding RNF41 2 HGNC:18401 OTTHUMG00000170328.4 NA NA NA NA NA NA NA NA NA NA NA
1870841 PRCP chr11 82822936 82970584 147649 - HAVANA ENSG00000137509.12 protein_coding PRCP 1 HGNC:9344 OTTHUMG00000166899.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2826942 CERS4 chr19 8206736 8262421 55686 + HAVANA ENSG00000090661.12 protein_coding CERS4 1 HGNC:23747 OTTHUMG00000172570.6 NA NA NA NA NA NA NA NA NA NA NA
3236471 ATG4A chrX 108091668 108154671 63004 + HAVANA ENSG00000101844.18 protein_coding ATG4A 2 HGNC:16489 OTTHUMG00000022176.9 NA NA NA NA NA NA NA NA NA NA NA
598253 CSRNP1 chr3 39141855 39154562 12708 - HAVANA ENSG00000144655.15 protein_coding CSRNP1 2 HGNC:14300 OTTHUMG00000131293.3 NA NA NA NA NA NA NA NA NA NA NA
2270342 WDR20 chr14 102139503 102224847 85345 + HAVANA ENSG00000140153.18 protein_coding WDR20 1 HGNC:19667 OTTHUMG00000171753.6 NA NA NA NA NA NA NA NA NA NA NA
1539115 TRMO chr9 97904489 97922500 18012 - HAVANA ENSG00000136932.15 protein_coding TRMO 2 HGNC:30967 OTTHUMG00000021007.2 NA NA 97922516 18028 ENSG00000136932.14 NA NA NA NA NA NA
227640 TNFSF18 chr1 173039202 173050941 11740 - HAVANA ENSG00000120337.10 protein_coding TNFSF18 2 HGNC:11932 OTTHUMG00000034835.2 NA NA NA NA NA NA NA NA NA NA NA
3162496 GTPBP6 chrX 304529 318819 14291 - HAVANA ENSG00000178605.13 protein_coding GTPBP6 2 HGNC:30189 OTTHUMG00000022694.3 NA NA NA NA NA NA NA NA NA NA NA
1887960 CASP4 chr11 104942866 104969366 26501 - HAVANA ENSG00000196954.14 protein_coding CASP4 1 HGNC:1505 OTTHUMG00000166078.4 NA NA NA NA NA NA NA NA NA NA NA
287397 IRF2BP2 chr1 234604269 234610178 5910 - HAVANA ENSG00000168264.11 protein_coding IRF2BP2 2 HGNC:21729 OTTHUMG00000037981.1 NA NA NA NA NA NA NA NA NA NA NA
952168 PDE8B chr5 77210449 77428256 217808 + HAVANA ENSG00000113231.14 protein_coding PDE8B 2 HGNC:8794 OTTHUMG00000102170.11 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3225705 PGK1 chrX 77910739 78129295 218557 + HAVANA ENSG00000102144.15 protein_coding PGK1 2 HGNC:8896 OTTHUMG00000021888.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2434695 TVP23A chr16 10760919 10818794 57876 - HAVANA ENSG00000166676.17 protein_coding TVP23A 2 HGNC:20398 OTTHUMG00000177389.6 NA NA NA NA NA NA NA NA NA NA NA
3237640 ACSL4 chrX 109624244 109733403 109160 - HAVANA ENSG00000068366.21 protein_coding ACSL4 2 HGNC:3571 OTTHUMG00000022190.8 overlapping_locus NA NA NA NA NA NA NA NA NA NA
45265 IFNLR1 chr1 24154168 24187959 33792 - HAVANA ENSG00000185436.12 protein_coding IFNLR1 2 HGNC:18584 OTTHUMG00000003036.3 NA NA NA NA NA NA NA NA NA NA NA
2165078 RASA3 chr13 113977783 114132623 154841 - HAVANA ENSG00000185989.11 protein_coding RASA3 2 HGNC:20331 OTTHUMG00000017399.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2666618 MRPL27 chr17 50367857 50373207 5351 - HAVANA ENSG00000108826.16 protein_coding MRPL27 1 HGNC:14483 OTTHUMG00000162062.5 NA NA NA NA NA NA NA NA NA NA NA
812899 GRSF1 chr4 70815783 70839897 24115 - HAVANA ENSG00000132463.15 protein_coding GRSF1 1 HGNC:4610 OTTHUMG00000160846.6 NA NA NA NA ENSG00000132463.14 NA NA NA NA NA NA
1086228 BTNL2 chr6 32393339 32407181 13843 - HAVANA ENSG00000204290.11 protein_coding BTNL2 2 HGNC:1142 OTTHUMG00000031102.5 NA 32393963 32407128 13166 ENSG00000204290.10 NA NA NA NA NA NA
2817873 DUS3L chr19 5784832 5791225 6394 - HAVANA ENSG00000141994.16 protein_coding DUS3L 2 HGNC:26920 OTTHUMG00000162311.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3083432 PDE9A chr21 42653621 42775509 121889 + HAVANA ENSG00000160191.18 protein_coding PDE9A 2 HGNC:8795 OTTHUMG00000086825.2 NA NA NA NA NA NA NA NA NA NA NA
233578 CEP350 chr1 179954773 180114875 160103 + HAVANA ENSG00000135837.16 protein_coding CEP350 2 HGNC:24238 OTTHUMG00000035269.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1934930 ITFG2 chr12 2812622 2859791 47170 + HAVANA ENSG00000111203.13 protein_coding ITFG2 2 HGNC:30879 OTTHUMG00000130617.5 NA NA NA NA NA NA NA NA NA NA NA
657138 CRYBG3 chr3 97822011 97944984 122974 + HAVANA ENSG00000080200.10 protein_coding CRYBG3 2 HGNC:34427 OTTHUMG00000159187.4 NA NA NA NA NA NA NA NA NA NA NA
2951295 EMC10 chr19 50476400 50490871 14472 + HAVANA ENSG00000161671.17 protein_coding EMC10 2 HGNC:27609 OTTHUMG00000183042.4 NA NA NA NA NA NA NA NA NA NA NA
2778624 RAB27B chr18 54717860 54895516 177657 + HAVANA ENSG00000041353.10 protein_coding RAB27B 1 HGNC:9767 OTTHUMG00000132710.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3024234 L3MBTL1 chr20 43489442 43550954 61513 + HAVANA ENSG00000185513.17 protein_coding L3MBTL1 2 HGNC:15905 OTTHUMG00000032503.23 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1863374 LRRC32 chr11 76657524 76670747 13224 - HAVANA ENSG00000137507.11 protein_coding LRRC32 1 HGNC:4161 OTTHUMG00000133687.4 NA NA NA NA NA NA NA NA NA NA NA
1907301 BCL9L chr11 118893875 118925926 32052 - HAVANA ENSG00000186174.13 protein_coding BCL9L 1 HGNC:23688 OTTHUMG00000166414.7 NA NA NA NA NA NA NA NA NA NA NA
3156901 MAPK11 chr22 50263713 50270767 7055 - HAVANA ENSG00000185386.15 protein_coding MAPK11 2 HGNC:6873 OTTHUMG00000150226.2 NA NA NA NA NA NA NA NA NA NA NA
2701709 KIF19 chr17 74326210 74355820 29611 + HAVANA ENSG00000196169.15 protein_coding KIF19 2 HGNC:26735 OTTHUMG00000150694.4 NA NA NA NA NA NA NA NA NA NA NA
1937516 GALNT8 chr12 4720400 4851927 131528 + HAVANA ENSG00000130035.9 protein_coding GALNT8 1 HGNC:4130 OTTHUMG00000166188.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2161140 ANKRD10 chr13 110878540 110915069 36530 - HAVANA ENSG00000088448.14 protein_coding ANKRD10 1 HGNC:20265 OTTHUMG00000017349.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3165422 PUDP chrX 6667865 7148158 480294 - HAVANA ENSG00000130021.15 protein_coding PUDP 1 HGNC:16818 OTTHUMG00000021101.4 NA NA NA NA NA NA NA NA NA NA NA
1355746 LMBR1 chr7 156668946 156893216 224271 - HAVANA ENSG00000105983.23 protein_coding LMBR1 2 HGNC:13243 OTTHUMG00000151510.8 NA NA NA NA NA NA NA NA NA NA NA
2125658 RFXAP chr13 36819222 36829104 9883 + HAVANA ENSG00000133111.4 protein_coding RFXAP 2 HGNC:9988 OTTHUMG00000016738.1 NA NA NA NA NA NA NA NA NA NA NA
2893324 PRODH2 chr19 35799988 35813299 13312 - HAVANA ENSG00000250799.11 protein_coding PRODH2 1 HGNC:17325 OTTHUMG00000180688.6 NA NA NA NA NA NA NA NA NA NA NA
3254966 ARHGEF6 chrX 136665547 136780932 115386 - HAVANA ENSG00000129675.16 protein_coding ARHGEF6 2 HGNC:685 OTTHUMG00000022518.3 NA NA NA NA NA NA NA NA NA NA NA
2420446 KREMEN2 chr16 2964216 2968383 4168 + HAVANA ENSG00000131650.14 protein_coding KREMEN2 2 HGNC:18797 OTTHUMG00000128976.3 NA NA NA NA NA NA NA NA NA NA NA
1272452 CFAP69 chr7 90245174 90311063 65890 + HAVANA ENSG00000105792.19 protein_coding CFAP69 2 HGNC:26107 OTTHUMG00000023434.9 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2965467 FCAR chr19 54874235 54891420 17186 + HAVANA ENSG00000186431.19 protein_coding FCAR 2 HGNC:3608 OTTHUMG00000065936.8 NA NA NA NA NA NA NA NA NA NA NA
616702 WDR6 chr3 49007062 49015953 8892 + HAVANA ENSG00000178252.19 protein_coding WDR6 1 HGNC:12758 OTTHUMG00000133546.14 overlapping_locus NA NA NA ENSG00000178252.18 NA NA NA NA NA NA
1334870 TTC26 chr7 139133744 139191986 58243 + HAVANA ENSG00000105948.13 protein_coding TTC26 1 HGNC:21882 OTTHUMG00000157472.3 NA NA NA NA NA NA NA NA NA NA NA
1665858 VDAC2 chr10 75210154 75231448 21295 + HAVANA ENSG00000165637.14 protein_coding VDAC2 2 HGNC:12672 OTTHUMG00000018517.6 NA NA NA NA ENSG00000165637.13 NA NA NA NA NA NA
3210026 AMER1 chrX 64185117 64205708 20592 - HAVANA ENSG00000184675.11 protein_coding AMER1 2 HGNC:26837 OTTHUMG00000021703.3 NA NA NA NA NA NA NA NA NA NA NA
3052501 PTK6 chr20 63528001 63537376 9376 - HAVANA ENSG00000101213.7 protein_coding PTK6 2 HGNC:9617 OTTHUMG00000033039.3 NA NA NA NA NA NA NA NA NA NA NA
1845120 TCIRG1 chr11 68039025 68050895 11871 + HAVANA ENSG00000110719.10 protein_coding TCIRG1 1 HGNC:11647 OTTHUMG00000167358.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2049267 CEP290 chr12 88049016 88142099 93084 - HAVANA ENSG00000198707.17 protein_coding CEP290 2 HGNC:29021 OTTHUMG00000169871.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
